ID,LINKEDIN,HRTRAINING,SICKDAYS
11321,Yes,Yes,18
11322,No,No,7
11323,Yes,Yes,3
11324,No,Yes,12
11325,Yes,Yes,11
11326,No,No,12
11327,Yes,No,9
11328,Yes,No,8
11329,No,Yes,15
11330,Yes,No,6
11331,Yes,Yes,13
11332,Yes,No,12
11333,No,No,2
11334,No,No,8
11335,Yes,Yes,9
11336,No,No,15
11337,Yes,Yes,8
11338,No,No,8
11339,No,No,10
11340,No,No,8
11341,Yes,No,9
11342,Yes,No,5
11343,No,No,11
11344,No,No,15
11345,Yes,No,11
11346,No,Yes,11
11347,Yes,No,12
11348,No,No,14
11349,No,No,7
11350,No,No,15
11351,No,No,7
11352,Yes,Yes,16
11353,Yes,Yes,15
11354,Yes,Yes,15
11355,Yes,No,5
11356,No,Yes,7
11357,No,No,9
11358,No,Yes,12
11359,No,No,6
11360,Yes,No,12
11361,No,No,8
11362,Yes,No,14
11363,No,No,8
11364,Yes,No,11
11365,No,No,7
11366,Yes,No,9
11367,Yes,Yes,16
11368,Yes,No,12
11369,Yes,Yes,12
11370,No,Yes,7
11371,Yes,Yes,16
11372,Yes,No,13
11373,Yes,No,13
11374,No,No,5
11375,No,No,8
11376,Yes,No,12
11377,Yes,No,10
11378,Yes,Yes,8
11379,Yes,No,10
11380,Yes,No,13
11381,No,No,16
11382,No,No,4
11383,Yes,No,12
11384,No,No,9
11385,No,No,14
11386,No,Yes,16
11387,Yes,Yes,8
11388,Yes,No,8
11389,No,Yes,8
11390,No,No,18
11391,No,No,9
11392,Yes,Yes,10
11393,No,No,11
11394,Yes,No,8
11395,Yes,Yes,7
11396,Yes,No,10
11397,Yes,No,14
11398,No,No,11
11399,Yes,No,10
11400,Yes,Yes,16
11401,Yes,Yes,16
11402,No,Yes,10
11403,No,No,14
11404,Yes,No,14
11405,Yes,No,7
11406,No,No,11
11407,Yes,Yes,18
11408,No,No,7
11409,Yes,No,4
11410,Yes,Yes,10
11411,Yes,No,13
11412,Yes,No,8
11413,No,No,15
11414,No,No,9
11415,No,No,8
11416,No,No,10
11417,Yes,No,10
11418,No,No,13
11419,No,Yes,19
11420,Yes,No,8
11421,No,No,8
11422,Yes,Yes,13
11423,No,No,9
11424,Yes,Yes,8
11425,Yes,No,9
11426,Yes,No,13
11427,Yes,Yes,6
11428,No,No,8
11429,Yes,Yes,10
11430,Yes,No,13
11431,Yes,No,15
11432,No,No,8
11433,Yes,No,15
11434,Yes,No,14
11435,Yes,No,13
11436,Yes,No,15
11437,Yes,Yes,9
11438,Yes,No,19
11439,Yes,No,11
11440,Yes,Yes,9
11441,Yes,No,14
11442,No,No,8
11443,Yes,No,9
11444,Yes,Yes,9
11445,No,No,11
11446,Yes,No,14
11447,Yes,No,4
11448,Yes,No,12
11449,Yes,Yes,5
11450,Yes,Yes,11
11451,Yes,Yes,8
11452,Yes,No,7
11453,Yes,No,11
11454,Yes,Yes,14
11455,No,Yes,14
11456,No,No,3
11457,Yes,Yes,11
11458,Yes,No,12
11459,No,Yes,11
11460,Yes,No,7
11461,No,Yes,13
11462,No,No,6
11463,Yes,No,8
11464,No,Yes,12
11465,Yes,Yes,10
11466,Yes,Yes,12
11467,No,No,7
11468,No,No,7
11469,No,No,14
11470,No,No,8
11471,Yes,Yes,8
11472,Yes,Yes,10
11473,Yes,No,13
11474,No,No,12
11475,Yes,Yes,11
11476,Yes,Yes,6
11477,No,No,13
11478,No,No,7
11479,No,No,7
11480,Yes,Yes,10
11481,No,Yes,8
11482,Yes,No,14
11483,No,No,15
11484,No,Yes,7
11485,Yes,No,14
11486,No,No,9
11487,Yes,Yes,10
11488,Yes,No,12
11489,No,No,5
11490,Yes,Yes,18
11491,Yes,Yes,13
11492,No,No,10
11493,Yes,No,11
11494,Yes,Yes,13
11495,Yes,No,10
11496,Yes,Yes,16
11497,Yes,Yes,2
11498,Yes,No,16
11499,Yes,No,12
11500,No,No,7
11501,Yes,No,13
11502,Yes,No,8
11503,No,Yes,9
11504,No,No,12
11505,No,Yes,11
11506,No,No,6
11507,No,Yes,8
11508,Yes,No,7
11509,Yes,No,11
11510,No,No,11
11511,No,Yes,9
11512,Yes,Yes,14
11513,No,No,19
11514,Yes,Yes,13
11515,Yes,Yes,6
11516,Yes,Yes,17
11517,No,No,12
11518,No,No,12
11519,No,Yes,6
11520,Yes,Yes,14
11521,Yes,Yes,15
11522,No,Yes,14
11523,Yes,No,14
11524,No,No,4
11525,No,Yes,12
11526,Yes,No,12
11527,No,Yes,11
11528,No,No,12
11529,Yes,Yes,14
11530,No,No,8
11531,No,No,17
11532,Yes,No,9
11533,No,Yes,8
11534,No,No,16
11535,Yes,Yes,22
11536,Yes,No,11
11537,Yes,Yes,15
11538,No,No,12
11539,No,No,10
11540,No,No,7
11541,Yes,No,11
11542,No,Yes,11
11543,Yes,Yes,11
11544,No,No,8
11545,No,No,9
11546,Yes,Yes,11
11547,Yes,No,5
11548,Yes,No,7
11549,No,Yes,13
11550,Yes,No,9
11551,No,No,11
11552,No,Yes,12
11553,Yes,No,9
11554,Yes,Yes,15
11555,Yes,Yes,11
11556,No,Yes,12
11557,Yes,No,6
11558,No,No,13
11559,Yes,No,14
11560,Yes,No,7
11561,Yes,No,16
11562,Yes,Yes,20
11563,Yes,Yes,11
11564,Yes,No,10
11565,Yes,No,11
11566,Yes,No,12
11567,No,No,14
11568,No,No,10
11569,No,No,8
11570,Yes,No,10
11571,No,No,8
11572,Yes,No,8
11573,No,No,12
11574,Yes,Yes,11
11575,Yes,Yes,15
11576,Yes,Yes,18
11577,Yes,No,13
11578,Yes,No,14
11579,Yes,No,15
11580,Yes,Yes,10
11581,No,No,14
11582,No,No,11
11583,Yes,No,9
11584,Yes,No,7
11585,No,Yes,13
11586,No,No,9
11587,Yes,No,13
11588,Yes,No,12
11589,Yes,Yes,15
11590,Yes,No,10
11591,No,Yes,9
11592,Yes,Yes,8
11593,Yes,Yes,5
11594,No,Yes,10
11595,Yes,No,20
11596,Yes,Yes,21
11597,No,No,3
11598,No,Yes,6
11599,No,No,9
11600,No,No,7
11601,Yes,Yes,8
11602,No,No,11
11603,No,Yes,8
11604,Yes,No,11
11605,Yes,No,3
11606,No,No,13
11607,Yes,No,13
11608,No,Yes,7
11609,No,No,13
11610,No,Yes,13
11611,Yes,No,16
11612,Yes,No,10
11613,No,Yes,10
11614,No,No,10
11615,No,Yes,11
11616,Yes,No,11
11617,Yes,No,8
11618,No,No,10
11619,Yes,No,8
11620,Yes,No,7
11621,No,No,12
11622,No,No,6
11623,No,No,3
11624,Yes,No,10
11625,No,No,7
11626,Yes,No,14
11627,No,Yes,15
11628,No,No,8
11629,Yes,No,10
11630,No,Yes,12
11631,No,Yes,14
11632,Yes,No,9
11633,No,No,9
11634,Yes,No,15
11635,Yes,No,12
11636,No,Yes,7
11637,Yes,Yes,9
11638,Yes,No,15
11639,No,Yes,7
11640,No,No,14
11641,Yes,No,9
11642,No,No,8
11643,Yes,Yes,8
11644,No,No,6
11645,No,No,9
11646,Yes,Yes,9
11647,No,Yes,14
11648,No,No,3
11649,No,Yes,14
11650,Yes,Yes,10
11651,No,No,8
11652,Yes,No,16
11653,No,No,7
11654,Yes,No,8
11655,No,No,7
11656,No,Yes,12
11657,Yes,No,11
11658,No,No,15
11659,Yes,Yes,13
11660,Yes,No,13
11661,No,Yes,8
11662,No,Yes,11
11663,No,Yes,14
11664,No,Yes,9
11665,No,Yes,7
11666,No,No,10
11667,Yes,No,11
11668,No,No,10
11669,No,No,16
11670,Yes,No,12
11671,No,Yes,6
11672,Yes,No,9
11673,No,Yes,7
11674,Yes,No,7
11675,Yes,No,9
11676,No,No,5
11677,No,No,9
11678,No,Yes,11
11679,Yes,No,5
11680,Yes,Yes,11
11681,Yes,No,15
11682,No,No,12
11683,No,No,12
11684,No,No,5
11685,Yes,No,9
11686,Yes,No,8
11687,No,No,14
11688,No,Yes,7
11689,No,No,8
11690,No,No,3
11691,Yes,No,12
11692,No,No,8
11693,Yes,No,13
11694,No,No,10
11695,No,Yes,13
11696,Yes,No,15
11697,No,Yes,7
11698,Yes,No,11
11699,No,No,10
11700,No,No,12
11701,Yes,No,12
11702,No,No,10
11703,No,No,7
11704,No,No,8
11705,Yes,Yes,16
11706,No,No,16
11707,No,Yes,9
11708,No,Yes,8
11709,Yes,No,9
11710,No,No,15
11711,Yes,No,8
11712,Yes,No,12
11713,Yes,No,10
11714,No,No,11
11715,Yes,No,5
11716,No,No,10
11717,Yes,No,9
11718,Yes,No,6
11719,No,Yes,9
11720,Yes,No,9
11721,No,Yes,12
11722,No,Yes,7
11723,No,No,10
11724,No,No,12
11725,Yes,Yes,12
11726,Yes,Yes,9
11727,Yes,Yes,10
11728,Yes,No,10
11729,Yes,No,11
11730,No,No,13
11731,Yes,No,11
11732,No,Yes,8
11733,Yes,No,11
11734,No,Yes,10
11735,No,No,9
11736,No,No,10
11737,No,No,5
11738,Yes,No,8
11739,Yes,No,9
11740,No,Yes,9
11741,Yes,No,7
11742,Yes,Yes,10
11743,Yes,No,10
11744,No,No,8
11745,No,No,7
11746,Yes,No,8
11747,No,No,14
11748,No,Yes,9
11749,No,No,12
11750,No,No,6
11751,Yes,No,7
11752,No,No,11
11753,Yes,No,9
11754,No,Yes,12
11755,Yes,No,7
11756,No,Yes,13
11757,No,No,14
11758,Yes,No,7
11759,Yes,Yes,12
11760,Yes,Yes,5
11761,Yes,No,10
11762,No,Yes,9
11763,No,Yes,11
11764,No,Yes,4
11765,No,No,12
11766,Yes,No,7
11767,Yes,No,15
11768,Yes,No,8
11769,No,Yes,6
11770,No,No,10
11771,No,No,8
11772,Yes,No,13
11773,No,Yes,11
11774,No,No,9
11775,No,No,9
11776,No,Yes,9
11777,No,No,16
11778,No,Yes,10
11779,Yes,No,10
11780,No,No,12
11781,Yes,No,13
11782,Yes,Yes,13
11783,Yes,No,8
11784,Yes,No,9
11785,Yes,No,5
11786,Yes,No,3
11787,No,No,16
11788,No,No,10
11789,Yes,No,10
11790,Yes,No,13
11791,Yes,No,12
11792,No,Yes,11
11793,Yes,No,8
11794,No,No,14
11795,No,No,10
11796,Yes,No,11
11797,No,No,12
11798,No,No,13
11799,No,No,10
11800,Yes,No,8
11801,Yes,Yes,5
11802,Yes,Yes,5
11803,Yes,No,6
11804,No,No,7
11805,No,No,6
11806,Yes,Yes,12
11807,Yes,No,14
11808,No,Yes,6
11809,No,No,11
11810,No,No,11
11811,No,No,7
11812,No,No,14
11813,Yes,No,11
11814,No,Yes,14
11815,No,No,14
11816,Yes,Yes,11
11817,No,Yes,11
11818,Yes,Yes,18
11819,Yes,Yes,14
11820,No,No,6
11821,Yes,No,10
11822,No,No,7
11823,Yes,No,10
11824,Yes,Yes,11
11825,Yes,No,7
11826,Yes,No,12
11827,Yes,No,8
11828,No,Yes,13
11829,Yes,No,11
11830,No,Yes,7
11831,No,No,10
11832,Yes,Yes,9
11833,No,Yes,11
11834,No,Yes,7
11835,Yes,No,9
11836,Yes,No,14
11837,No,Yes,11
11838,Yes,No,10
11839,Yes,No,7
11840,Yes,No,10
11841,No,Yes,12
11842,Yes,No,4
11843,No,Yes,11
11844,Yes,Yes,17
11845,Yes,No,13
11846,Yes,No,10
11847,Yes,No,6
11848,No,Yes,10
11849,Yes,No,8
11850,Yes,No,5
11851,Yes,No,12
11852,No,No,8
11853,No,No,8
11854,Yes,No,15
11855,No,Yes,13
11856,Yes,No,9
11857,No,No,8
11858,Yes,No,13
11859,Yes,No,10
11860,Yes,Yes,6
11861,No,No,6
11862,No,No,10
11863,Yes,No,8
11864,Yes,No,14
11865,No,No,8
11866,No,No,10
11867,Yes,No,7
11868,Yes,No,5
11869,Yes,Yes,15
11870,Yes,Yes,11
11871,No,No,9
11872,No,Yes,11
11873,Yes,No,13
11874,No,No,10
11875,Yes,Yes,6
11876,No,No,7
11877,No,Yes,10
11878,No,No,11
11879,Yes,No,12
11880,Yes,No,15
11881,No,No,10
11882,Yes,No,10
11883,No,Yes,3
11884,No,No,10
11885,No,No,6
11886,No,No,7
11887,Yes,No,10
11888,No,No,10
11889,No,No,10
11890,No,No,14
11891,No,No,5
11892,No,Yes,12
11893,Yes,No,7
11894,No,No,8
11895,No,Yes,8
11896,Yes,Yes,8
11897,Yes,No,12
11898,Yes,Yes,5
11899,No,No,6
11900,Yes,No,13
11901,Yes,No,6
11902,Yes,Yes,6
11903,No,Yes,9
11904,Yes,No,9
11905,Yes,No,14
11906,No,Yes,13
11907,Yes,No,10
11908,Yes,No,9
11909,Yes,No,8
11910,Yes,Yes,9
11911,No,Yes,12
11912,Yes,No,12
11913,No,No,12
11914,Yes,No,10
11915,Yes,Yes,11
11916,No,No,11
11917,Yes,No,11
11918,Yes,No,5
11919,No,No,7
11920,Yes,No,10
11921,Yes,No,7
11922,No,No,10
11923,No,No,13
11924,No,No,15
11925,Yes,No,10
11926,Yes,Yes,12
11927,Yes,Yes,5
11928,Yes,Yes,10
11929,Yes,No,15
11930,Yes,No,17
11931,No,No,6
11932,No,Yes,9
11933,No,Yes,4
11934,Yes,No,13
11935,No,No,8
11936,Yes,No,13
11937,Yes,No,6
11938,Yes,No,13
11939,Yes,Yes,17
11940,No,Yes,10
11941,No,Yes,7
11942,Yes,No,18
11943,No,No,12
11944,Yes,Yes,10
11945,No,No,7
11946,Yes,No,14
11947,No,No,15
11948,No,Yes,9
11949,No,Yes,8
11950,Yes,No,15
11951,No,No,11
11952,Yes,Yes,9
11953,No,No,11
11954,Yes,No,14
11955,No,No,6
11956,No,Yes,10
11957,Yes,Yes,8
11958,Yes,No,12
11959,No,No,13
11960,No,No,10
11961,Yes,Yes,8
11962,No,No,10
11963,No,Yes,6
11964,Yes,No,7
11965,Yes,Yes,9
11966,Yes,No,10
11967,Yes,No,6
11968,Yes,No,9
11969,No,No,11
11970,No,No,15
11971,No,No,6
11972,No,No,13
11973,Yes,Yes,10
11974,Yes,Yes,11
11975,No,Yes,10
11976,Yes,No,7
11977,Yes,No,9
11978,Yes,Yes,6
11979,No,Yes,9
11980,No,Yes,7
11981,Yes,No,5
11982,No,Yes,7
11983,Yes,No,10
11984,No,No,11
11985,Yes,Yes,5
11986,No,No,16
11987,Yes,No,9
11988,Yes,Yes,5
11989,No,No,4
11990,No,No,11
11991,No,No,11
11992,No,No,12
11993,No,No,9
11994,No,No,4
11995,No,No,10
11996,Yes,No,14
11997,No,No,7
11998,No,Yes,4
11999,No,No,10
12000,Yes,No,11
12001,No,No,8
12002,Yes,No,12
12003,No,No,11
12004,No,No,8
12005,Yes,No,10
12006,No,Yes,11
12007,No,No,8
12008,No,No,6
12009,No,Yes,6
12010,Yes,Yes,8
12011,Yes,No,9
12012,No,No,12
12013,No,No,4
12014,No,No,10
12015,No,No,10
12016,Yes,No,10
12017,No,No,4
12018,Yes,No,10
12019,Yes,No,9
12020,Yes,No,6
12021,No,Yes,12
12022,Yes,No,17
12023,No,Yes,9
12024,No,No,12
12025,Yes,Yes,10
12026,Yes,No,11
12027,Yes,No,10
12028,Yes,No,6
12029,No,No,11
12030,Yes,No,14
12031,Yes,No,6
12032,Yes,No,12
12033,Yes,No,9
12034,No,Yes,4
12035,Yes,No,7
12036,Yes,No,9
12037,Yes,No,9
12038,Yes,Yes,16
12039,Yes,No,5
12040,Yes,No,16
12041,Yes,No,11
12042,Yes,No,11
12043,Yes,Yes,12
12044,Yes,No,9
12045,No,No,15
12046,Yes,No,11
12047,No,No,9
12048,Yes,Yes,10
12049,Yes,No,10
12050,No,No,12
12051,No,Yes,11
12052,No,No,5
12053,Yes,No,7
12054,Yes,No,11
12055,No,No,10
12056,Yes,No,7
12057,Yes,No,9
12058,No,Yes,8
12059,No,Yes,7
12060,No,No,8
12061,Yes,No,10
12062,Yes,Yes,19
12063,Yes,No,11
12064,Yes,No,10
12065,Yes,No,13
12066,Yes,No,14
12067,Yes,Yes,4
12068,No,No,6
12069,No,No,13
12070,Yes,No,6
12071,No,No,10
12072,No,No,3
12073,No,No,8
12074,Yes,Yes,13
12075,No,No,12
12076,Yes,No,10
12077,Yes,Yes,15
12078,No,Yes,7
12079,No,Yes,5
12080,No,No,4
12081,No,Yes,6
12082,No,No,13
12083,Yes,Yes,9
12084,No,Yes,12
12085,No,No,11
12086,Yes,No,15
12087,No,No,11
12088,No,Yes,12
12089,No,No,14
12090,Yes,No,11
12091,Yes,No,9
12092,No,No,12
12093,Yes,Yes,10
12094,No,No,14
12095,Yes,No,15
12096,No,No,8
12097,Yes,Yes,9
12098,No,Yes,7
12099,No,No,12
12100,Yes,No,14
12101,Yes,Yes,13
12102,No,No,8
12103,No,Yes,14
12104,Yes,Yes,13
12105,No,No,7
12106,No,No,14
12107,No,No,13
12108,No,No,10
12109,No,Yes,6
12110,Yes,Yes,10
12111,No,No,12
12112,Yes,No,11
12113,Yes,No,13
12114,Yes,Yes,12
12115,No,No,4
12116,No,No,12
12117,Yes,No,11
12118,Yes,Yes,13
12119,No,Yes,14
12120,No,No,10
12121,No,Yes,14
12122,Yes,No,11
12123,No,No,6
12124,No,No,8
12125,Yes,Yes,8
12126,No,No,8
12127,Yes,Yes,11
12128,No,No,13
12129,No,Yes,4
12130,Yes,Yes,10
12131,Yes,No,8
12132,No,No,2
12133,Yes,Yes,12
12134,Yes,No,16
12135,Yes,No,13
12136,Yes,Yes,9
12137,Yes,Yes,5
12138,Yes,Yes,13
12139,Yes,No,14
12140,No,No,10
12141,Yes,Yes,13
12142,No,Yes,9
12143,No,Yes,14
12144,No,No,14
12145,Yes,No,14
12146,No,No,5
12147,No,No,15
12148,No,No,15
12149,Yes,No,16
12150,Yes,Yes,12
12151,Yes,Yes,17
12152,Yes,Yes,14
12153,No,No,12
12154,Yes,Yes,14
12155,Yes,No,9
12156,Yes,No,9
12157,Yes,No,15
12158,No,Yes,11
12159,Yes,Yes,10
12160,Yes,No,12
12161,No,No,8
12162,Yes,Yes,9
12163,Yes,Yes,7
12164,Yes,Yes,18
12165,No,No,11
12166,Yes,No,15
12167,No,No,10
12168,No,No,10
12169,Yes,No,10
12170,Yes,No,10
12171,Yes,No,15
12172,No,No,10
12173,Yes,No,11
12174,Yes,Yes,13
12175,Yes,Yes,18
12176,No,Yes,12
12177,No,No,10
12178,Yes,No,7
12179,Yes,Yes,16
12180,No,Yes,9
12181,No,Yes,6
12182,Yes,Yes,9
12183,No,No,10
12184,No,Yes,4
12185,No,No,12
12186,Yes,No,16
12187,No,No,10
12188,No,Yes,7
12189,No,No,9
12190,Yes,No,9
12191,No,No,8
12192,Yes,Yes,13
12193,Yes,No,12
12194,No,No,10
12195,No,Yes,7
12196,No,No,12
12197,Yes,Yes,6
12198,No,Yes,7
12199,Yes,Yes,13
12200,Yes,Yes,18
12201,No,Yes,13
12202,Yes,No,11
12203,Yes,No,10
12204,No,No,9
12205,Yes,No,14
12206,No,No,7
12207,No,No,14
12208,Yes,Yes,8
12209,Yes,Yes,8
12210,No,No,5
12211,Yes,Yes,10
12212,No,Yes,6
12213,Yes,Yes,8
12214,Yes,No,12
12215,Yes,Yes,10
12216,No,No,9
12217,Yes,No,10
12218,No,No,10
12219,No,No,5
12220,Yes,Yes,12
12221,Yes,No,10
12222,No,Yes,10
12223,Yes,No,13
12224,No,No,11
12225,Yes,Yes,15
12226,Yes,Yes,10
12227,No,No,0
12228,No,No,8
12229,Yes,Yes,14
12230,Yes,No,7
12231,Yes,No,12
12232,Yes,No,15
12233,No,No,4
12234,Yes,Yes,10
12235,Yes,No,10
12236,Yes,No,6
12237,No,No,13
12238,Yes,No,10
12239,No,No,11
12240,No,No,8
12241,No,Yes,8
12242,Yes,No,10
12243,No,No,13
12244,No,No,13
12245,No,No,8
12246,Yes,No,13
12247,Yes,Yes,11
12248,Yes,Yes,15
12249,Yes,No,11
12250,Yes,No,12
12251,Yes,No,5
12252,No,No,17
12253,Yes,No,17
12254,Yes,No,13
12255,No,No,13
12256,No,Yes,15
12257,No,Yes,10
12258,Yes,Yes,6
12259,No,No,14
12260,Yes,Yes,12
12261,Yes,Yes,10
12262,Yes,Yes,18
12263,No,No,13
12264,No,No,8
12265,Yes,No,9
12266,Yes,No,15
12267,No,No,6
12268,Yes,No,10
12269,Yes,Yes,15
12270,No,No,10
12271,No,No,10
12272,No,No,9
12273,Yes,No,12
12274,Yes,No,11
12275,Yes,Yes,15
12276,No,No,11
12277,Yes,No,12
12278,Yes,No,5
12279,Yes,Yes,12
12280,Yes,Yes,7
12281,Yes,Yes,18
12282,Yes,No,7
12283,Yes,No,13
12284,Yes,No,17
12285,No,No,10
12286,No,No,13
12287,Yes,No,11
12288,Yes,No,10
12289,No,No,8
12290,No,No,14
12291,Yes,No,13
12292,Yes,No,12
12293,Yes,No,12
12294,Yes,Yes,14
12295,No,Yes,9
12296,Yes,No,12
12297,Yes,No,17
12298,Yes,No,10
12299,Yes,Yes,9
12300,No,No,15
12301,No,No,10
12302,Yes,Yes,14
12303,Yes,No,14
12304,Yes,No,14
12305,Yes,Yes,7
12306,Yes,Yes,16
12307,No,No,11
12308,Yes,No,12
12309,Yes,No,15
12310,Yes,No,13
12311,No,No,11
12312,Yes,Yes,10
12313,Yes,Yes,14
12314,Yes,Yes,6
12315,Yes,Yes,11
12316,No,Yes,13
12317,Yes,Yes,16
12318,Yes,No,9
12319,No,No,7
12320,No,No,9
12321,No,No,13
12322,No,No,11
12323,No,No,14
12324,Yes,No,5
12325,Yes,Yes,16
12326,No,No,11
12327,Yes,No,8
12328,No,No,10
12329,Yes,No,12
12330,Yes,No,16
12331,No,Yes,10
12332,Yes,Yes,10
12333,Yes,Yes,19
12334,Yes,Yes,19
12335,No,No,9
12336,Yes,No,8
12337,Yes,No,11
12338,Yes,Yes,10
12339,No,Yes,13
12340,Yes,Yes,12
12341,No,No,11
12342,No,Yes,13
12343,No,No,7
12344,No,Yes,8
12345,Yes,No,11
12346,Yes,No,11
12347,No,No,9
12348,Yes,No,11
12349,No,No,5
12350,No,No,10
12351,No,No,13
12352,Yes,No,8
12353,No,No,9
12354,No,No,5
12355,No,Yes,13
12356,No,No,8
12357,Yes,No,14
12358,Yes,No,9
12359,Yes,Yes,12
12360,No,No,13
12361,Yes,No,11
12362,No,Yes,9
12363,Yes,No,11
12364,No,No,4
12365,No,No,8
12366,No,No,14
12367,No,No,9
12368,No,No,12
12369,No,Yes,7
12370,No,No,15
12371,Yes,No,12
12372,Yes,Yes,19
12373,Yes,No,15
12374,Yes,Yes,9
12375,No,No,7
12376,No,No,9
12377,No,No,8
12378,Yes,Yes,8
12379,No,Yes,12
12380,No,No,8
12381,Yes,No,14
12382,Yes,Yes,9
12383,Yes,Yes,5
12384,Yes,Yes,10
12385,No,Yes,12
12386,No,No,12
12387,No,No,10
12388,No,No,14
12389,No,No,8
12390,No,No,15
12391,No,No,18
12392,No,Yes,11
12393,No,Yes,14
12394,No,No,7
12395,No,No,11
12396,Yes,Yes,13
12397,No,Yes,8
12398,No,No,2
12399,No,No,9
12400,Yes,No,8
12401,No,No,7
12402,Yes,Yes,10
12403,Yes,Yes,17
12404,Yes,No,4
12405,Yes,Yes,9
12406,No,No,6
12407,Yes,No,19
12408,No,No,7
12409,Yes,Yes,14
12410,No,No,7
12411,No,No,14
12412,Yes,No,8
12413,Yes,No,9
12414,No,No,7
12415,Yes,Yes,15
12416,Yes,Yes,12
12417,Yes,Yes,8
12418,No,Yes,9
12419,Yes,No,9
12420,No,No,15
12421,Yes,Yes,9
12422,Yes,No,12
12423,No,No,15
12424,No,No,7
12425,Yes,No,6
12426,Yes,No,9
12427,No,No,10
12428,No,No,12
12429,No,Yes,9
12430,Yes,No,10
12431,No,No,7
12432,No,No,7
12433,No,Yes,8
12434,Yes,No,12
12435,No,No,7
12436,Yes,No,8
12437,No,No,6
12438,No,Yes,14
12439,Yes,No,13
12440,Yes,Yes,8
12441,Yes,No,11
12442,Yes,No,14
12443,No,No,4
12444,Yes,No,16
12445,No,No,9
12446,Yes,Yes,3
12447,Yes,Yes,9
12448,Yes,No,13
12449,Yes,Yes,12
12450,No,No,9
12451,No,No,11
12452,Yes,Yes,10
12453,No,No,10
12454,No,No,11
12455,Yes,No,13
12456,Yes,Yes,7
12457,Yes,Yes,12
12458,Yes,No,9
12459,Yes,Yes,12
12460,Yes,No,8
12461,Yes,No,11
12462,Yes,No,13
12463,No,Yes,10
12464,Yes,No,10
12465,Yes,No,9
12466,Yes,No,18
12467,No,No,15
12468,No,Yes,10
12469,No,No,11
12470,Yes,No,7
12471,Yes,No,10
12472,Yes,Yes,10
12473,Yes,No,8
12474,Yes,No,11
12475,Yes,Yes,15
12476,No,No,4
12477,No,No,10
12478,Yes,Yes,8
12479,No,No,7
12480,No,Yes,11
12481,No,Yes,16
12482,Yes,Yes,12
12483,No,No,11
12484,Yes,Yes,16
12485,Yes,No,15
12486,Yes,No,17
12487,No,No,11
12488,No,Yes,12
12489,Yes,No,6
12490,Yes,No,9
12491,Yes,No,12
12492,Yes,Yes,10
12493,No,No,11
12494,No,No,9
12495,No,Yes,11
12496,Yes,No,12
12497,Yes,Yes,8
12498,Yes,Yes,15
12499,No,No,12
12500,Yes,Yes,22
12501,Yes,No,13
12502,Yes,No,7
12503,Yes,No,10
12504,No,Yes,9
12505,No,No,13
12506,Yes,Yes,13
12507,Yes,No,12
12508,Yes,No,9
12509,Yes,No,11
12510,No,Yes,15
12511,Yes,No,13
12512,Yes,Yes,12
12513,No,No,10
12514,No,Yes,6
12515,No,No,14
12516,Yes,Yes,11
12517,No,Yes,5
12518,Yes,Yes,11
12519,No,No,7
12520,No,Yes,18
12521,Yes,No,10
12522,No,No,7
12523,Yes,No,12
12524,Yes,Yes,15
12525,Yes,Yes,13
12526,No,No,17
12527,Yes,No,8
12528,No,No,6
12529,No,Yes,14
12530,Yes,Yes,8
12531,No,Yes,12
12532,Yes,Yes,9
12533,No,No,12
12534,Yes,No,16
12535,No,Yes,5
12536,Yes,No,14
12537,Yes,No,12
12538,Yes,No,11
12539,No,Yes,12
12540,Yes,No,14
12541,Yes,No,13
12542,Yes,No,7
12543,Yes,No,15
12544,Yes,Yes,6
12545,No,Yes,11
12546,No,No,9
12547,Yes,No,11
12548,No,No,12
12549,No,Yes,8
12550,No,No,11
12551,Yes,Yes,10
12552,No,Yes,8
12553,No,Yes,15
12554,No,Yes,9
12555,No,No,13
12556,Yes,No,10
12557,Yes,No,7
12558,Yes,No,7
12559,No,No,7
12560,Yes,No,6
12561,No,No,12
12562,No,No,9
12563,Yes,Yes,7
12564,Yes,No,10
12565,Yes,No,11
12566,No,No,11
12567,No,No,10
12568,No,No,5
12569,Yes,No,10
12570,No,No,5
12571,Yes,Yes,11
12572,Yes,No,7
12573,Yes,Yes,10
12574,No,No,7
12575,Yes,Yes,3
12576,Yes,Yes,9
12577,Yes,No,10
12578,No,Yes,11
12579,Yes,No,7
12580,No,No,14
12581,No,No,11
12582,Yes,No,11
12583,Yes,No,9
12584,Yes,Yes,9
12585,No,No,6
12586,No,Yes,4
12587,No,No,11
12588,No,Yes,13
12589,Yes,Yes,13
12590,No,Yes,11
12591,No,No,12
12592,No,Yes,9
12593,Yes,Yes,16
12594,Yes,No,8
12595,Yes,Yes,15
12596,Yes,No,9
12597,Yes,No,10
12598,No,Yes,9
12599,Yes,No,12
12600,Yes,Yes,6
12601,Yes,No,12
12602,Yes,No,16
12603,Yes,No,6
12604,No,No,6
12605,Yes,Yes,12
12606,Yes,No,12
12607,Yes,No,7
12608,Yes,Yes,11
12609,Yes,No,11
12610,No,Yes,9
12611,Yes,Yes,11
12612,Yes,Yes,5
12613,No,Yes,8
12614,No,No,7
12615,Yes,Yes,15
12616,No,No,7
12617,No,No,14
12618,No,No,7
12619,Yes,No,9
12620,No,No,9
12621,Yes,No,7
